date,Open,High,Low,Close,Volume
2024-10-31 13:00:00,227.4844,227.9289,226.6304,226.6503,3778463.0
2024-10-31 14:00:00,226.6503,227.0,226.4456,226.8202,3854152.0
2024-10-31 15:00:00,226.8301,227.5294,225.122,225.142,10023727.0
2024-10-31 16:00:00,225.142,229.6271,220.2574,223.2541,34980841.0
2024-10-31 17:00:00,223.0443,229.8468,209.1942,221.0365,3740467.0
2024-10-31 18:00:00,221.1564,230.7259,220.5571,222.1203,363169.0
2024-10-31 19:00:00,222.0854,222.455,221.3662,221.501,154654.0
2024-11-01 04:00:00,223.1542,223.6137,222.0254,223.1142,80597.0
2024-11-01 05:00:00,223.1142,223.5538,222.9344,223.0044,32358.0
2024-11-01 06:00:00,223.0243,223.4938,222.8545,223.0643,50239.0
2024-11-01 07:00:00,223.0543,223.1542,221.3162,221.7857,269009.0
2024-11-01 08:00:00,222.45,225.6614,220.637,221.7457,1789161.0
2024-11-01 09:00:00,221.6459,229.1426,220.0276,223.6036,11638029.0
2024-11-01 10:00:00,223.6037,225.102,221.3562,222.1903,12722972.0
2024-11-01 11:00:00,222.1758,223.0143,221.6359,221.8356,7929075.0
2024-11-01 12:00:00,221.8257,222.445,221.526,222.3551,4887605.0
2024-11-01 13:00:00,222.3462,223.1541,221.8257,221.9555,3776615.0
2024-11-01 14:00:00,221.9455,222.435,221.8257,222.3551,3509772.0
2024-11-01 15:00:00,222.3451,223.0044,222.0055,222.6048,7281311.0
2024-11-01 16:00:00,222.6647,230.1267,207.8858,222.6248,16105848.0
2024-11-01 17:00:00,222.6248,233.0433,207.8858,222.6647,1481587.0
2024-11-01 18:00:00,222.6897,225.6614,222.5549,222.6847,255431.0
2024-11-01 19:00:00,222.6847,222.6847,222.3051,222.4749,19733.0
2024-11-04 04:00:00,221.2563,222.1553,221.0565,221.4561,50689.0
2024-11-04 05:00:00,221.4561,221.8556,221.3562,221.7757,25693.0
2024-11-04 06:00:00,221.7757,221.7757,220.7768,221.1564,39489.0
2024-11-04 07:00:00,221.2063,221.7657,220.9266,221.3562,101920.0
2024-11-04 08:00:00,221.3662,222.6647,220.8424,221.1164,186171.0
2024-11-04 09:00:00,221.0965,227.0599,219.4683,221.8207,6796365.0
2024-11-04 10:00:00,221.8157,222.2951,221.1064,221.3662,4282342.0
2024-11-04 11:00:00,221.3762,221.7657,220.567,220.8367,5913156.0
2024-11-04 12:00:00,220.8278,221.9056,220.1675,221.546,3051038.0
2024-11-04 13:00:00,221.526,222.3751,221.2163,222.1553,2669384.0
2024-11-04 14:00:00,222.1853,222.5149,221.9555,222.38,2411379.0
2024-11-04 15:00:00,222.38,222.5449,221.2763,221.8756,5412247.0
2024-11-04 16:00:00,221.8157,222.6647,221.536,221.7457,18744566.0
2024-11-04 17:00:00,221.7058,221.7657,208.8276,221.4011,2805159.0
2024-11-04 18:00:00,221.4361,221.7657,221.3062,221.496,38711.0
2024-11-04 19:00:00,221.3861,221.536,221.2563,221.4561,17102.0
2024-11-05 04:00:00,221.516,221.6558,220.9366,221.3762,21383.0
2024-11-05 05:00:00,221.3562,221.4461,220.8068,221.3362,13504.0
2024-11-05 06:00:00,221.3562,222.0554,221.3362,221.7158,15654.0
2024-11-05 07:00:00,221.7457,221.9056,221.0665,221.2063,26100.0
2024-11-05 08:00:00,221.234,222.0554,220.1575,221.5859,100095.0
2024-11-05 09:00:00,221.5859,223.7036,220.5521,223.299,4306980.0
2024-11-05 10:00:00,223.314,223.5989,221.8157,221.9505,4186117.0
2024-11-05 11:00:00,221.9455,223.0843,221.6858,222.9844,2832608.0
2024-11-05 12:00:00,223.0044,223.5338,222.9045,223.2441,2086581.0
2024-11-05 13:00:00,223.2491,223.2641,222.1555,222.6048,2258618.0
2024-11-05 14:00:00,222.6148,223.2041,222.5648,222.6946,1979377.0
2024-11-05 15:00:00,222.6847,223.284,222.465,223.2141,4192585.0
2024-11-05 16:00:00,223.2041,223.344,209.8343,223.0343,10253182.0
2024-11-05 17:00:00,222.9844,228.1237,210.3553,222.8246,143941.0
2024-11-05 18:00:00,222.8196,222.8745,222.6248,222.7247,23455.0
2024-11-05 19:00:00,222.7347,223.0243,221.7657,222.7546,53418.0
2024-11-06 04:00:00,226.6503,226.6503,223.4039,224.3429,136293.0
2024-11-06 05:00:00,224.273,224.2929,223.0543,223.0643,101090.0
2024-11-06 06:00:00,223.2041,223.354,222.1553,222.6847,123094.0
2024-11-06 07:00:00,222.6448,224.3529,222.6448,223.7935,265610.0
2024-11-06 08:00:00,223.8035,228.748,222.1853,223.6037,465811.0
2024-11-06 09:00:00,223.5637,230.586,220.9466,224.203,10167930.0
2024-11-06 10:00:00,224.233,225.8163,222.3551,223.9633,7411350.0
2024-11-06 11:00:00,223.9583,224.9372,223.4439,224.4228,4906249.0
2024-11-06 12:00:00,224.4178,224.4328,223.7186,224.1031,3863227.0
2024-11-06 13:00:00,224.1031,224.3129,223.5987,223.6686,3149515.0
2024-11-06 14:00:00,223.6736,223.8434,223.0143,223.1643,3747991.0
2024-11-06 15:00:00,223.1742,223.9783,222.2552,222.455,7545523.0
2024-11-06 16:00:00,222.455,226.4256,222.0854,222.8345,21110933.0
2024-11-06 17:00:00,222.8895,223.2541,209.0899,222.5449,84981.0
2024-11-06 18:00:00,222.5449,222.7446,222.2552,222.455,47056.0
2024-11-06 19:00:00,222.43,222.5748,222.1268,222.2251,35815.0
2024-11-07 04:00:00,222.7646,223.4139,222.5648,223.0743,27910.0
2024-11-07 05:00:00,223.0643,223.1242,222.8545,222.8845,15767.0
2024-11-07 06:00:00,222.8845,222.9145,222.5049,222.7646,20531.0
2024-11-07 07:00:00,222.7347,223.324,222.6547,223.1742,51503.0
2024-11-07 08:00:00,222.7446,223.6936,222.4749,223.5238,193300.0
2024-11-07 09:00:00,223.5238,226.3007,223.4339,226.051,6418948.0
2024-11-07 10:00:00,226.051,226.1009,225.102,225.9811,5182589.0
2024-11-07 11:00:00,225.9811,226.8501,225.5316,226.8202,3501956.0
2024-11-07 12:00:00,226.8121,227.2397,226.5105,226.95,2869995.0
2024-11-07 13:00:00,226.955,227.0099,226.4955,226.849,2309382.0
2024-11-07 14:00:00,226.85,227.2597,226.5405,227.2547,3184074.0
2024-11-07 15:00:00,227.2497,227.6243,226.5005,227.4395,7141449.0
2024-11-07 16:00:00,227.2414,227.7092,221.1414,227.4594,18598851.0
2024-11-07 17:00:00,227.5094,227.5294,212.3958,227.2996,398347.0
2024-11-07 18:00:00,227.2497,227.4694,222.4749,227.2497,35420.0
2024-11-07 19:00:00,227.2497,227.4694,227.2297,227.4495,22295.0
2024-11-08 04:00:00,227.56,227.88,227.5,227.81,23965.0
2024-11-08 05:00:00,227.8,228.0,226.96,227.08,34364.0
2024-11-08 06:00:00,227.08,227.75,227.05,227.52,30422.0
2024-11-08 07:00:00,227.51,227.71,227.36,227.57,30979.0
2024-11-08 08:00:00,227.56,228.0,224.195,227.375,104421.0
2024-11-08 09:00:00,227.37,228.66,226.78,227.7699,4784753.0
2024-11-08 10:00:00,227.78,228.1499,226.505,226.51,3974662.0
2024-11-08 11:00:00,226.515,227.58,226.405,227.27,3465529.0
2024-11-08 12:00:00,227.265,227.4565,226.75,227.02,2250685.0
2024-11-08 13:00:00,227.03,227.61,226.79,227.5,4583042.0
2024-11-08 14:00:00,227.495,227.68,227.23,227.44,1800192.0
2024-11-08 15:00:00,227.435,227.72,226.72,227.16,7945325.0
2024-11-08 16:00:00,226.96,235.0,226.93,227.18,15187711.0
2024-11-08 17:00:00,227.18,227.34,226.85,226.87,412913.0
2024-11-08 18:00:00,226.88,227.0,226.8,226.97,11994.0
2024-11-08 19:00:00,226.96,227.48,226.88,226.9599,9499.0
2024-11-11 04:00:00,227.61,227.68,225.56,226.41,56078.0
2024-11-11 05:00:00,226.4,226.56,226.2,226.2,19885.0
2024-11-11 06:00:00,226.17,226.3,226.03,226.29,15720.0
2024-11-11 07:00:00,226.29,226.4,226.02,226.22,74189.0
2024-11-11 08:00:00,227.2192,227.7,225.75,225.89,259151.0
2024-11-11 09:00:00,225.8998,226.07,222.77,222.9,7617430.0
2024-11-11 10:00:00,222.9,224.97,222.74,222.75,6166581.0
2024-11-11 11:00:00,222.755,223.35,222.66,222.78,4531991.0
2024-11-11 12:00:00,222.78,223.1004,221.7,221.86,4115413.0
2024-11-11 13:00:00,221.86,222.99,221.5,222.9,3237401.0
2024-11-11 14:00:00,222.9085,223.18,222.84,223.045,2232763.0
2024-11-11 15:00:00,223.05,224.35,223.015,224.25,5464268.0
2024-11-11 16:00:00,224.25,229.248,209.9401,224.25,12158116.0
2024-11-11 17:00:00,224.25,229.248,212.1273,224.03,525959.0
2024-11-11 18:00:00,224.07,224.99,223.82,224.065,27025.0
2024-11-11 19:00:00,224.065,224.13,223.35,223.76,36901.0
2024-11-12 04:00:00,224.21,224.21,223.0,223.2,43911.0
2024-11-12 05:00:00,223.2,224.0,223.2,223.93,53894.0
2024-11-12 06:00:00,223.93,224.21,223.6,224.08,23087.0
2024-11-12 07:00:00,224.05,224.5,223.66,224.2,58523.0
2024-11-12 08:00:00,223.98,224.7,223.1,224.56,149927.0
2024-11-12 09:00:00,224.59,225.41,223.075,224.25,4358819.0
2024-11-12 10:00:00,224.25,225.03,223.66,224.6,4182169.0
2024-11-12 11:00:00,224.59,225.59,224.53,224.97,4468771.0
2024-11-12 12:00:00,224.9695,225.07,223.386,223.4199,3514111.0
2024-11-12 13:00:00,223.42,224.6,223.355,224.1498,2620847.0
2024-11-12 14:00:00,224.13,224.77,224.13,224.53,2181908.0
2024-11-12 15:00:00,224.53,224.82,223.9404,224.24,6780445.0
2024-11-12 16:00:00,224.21,266.6308,185.3755,223.92,17760485.0
2024-11-12 17:00:00,224.0,224.35,169.12,224.195,25325.0
2024-11-12 18:00:00,224.2,224.28,224.01,224.15,53284.0
2024-11-12 19:00:00,224.1999,224.23,223.55,224.05,13844.0
2024-11-13 04:00:00,224.09,224.34,223.26,223.81,17101.0
2024-11-13 05:00:00,223.8,223.86,223.52,223.58,9291.0
2024-11-13 06:00:00,223.56,223.6,223.12,223.21,13637.0
2024-11-13 07:00:00,223.24,223.61,223.2,223.54,38185.0
2024-11-13 08:00:00,223.35,226.86,223.12,223.52,2864714.0
2024-11-13 09:00:00,223.54,225.2099,222.76,223.54,4566902.0
2024-11-13 10:00:00,223.55,224.31,223.15,224.05,4533692.0
2024-11-13 11:00:00,224.05,224.6,223.77,224.55,3419438.0
2024-11-13 12:00:00,224.555,226.61,224.555,226.521,4126317.0
2024-11-13 13:00:00,226.53,226.65,225.82,226.025,3119837.0
2024-11-13 14:00:00,226.03,226.23,225.34,225.43,2544391.0
2024-11-13 15:00:00,225.42,225.93,224.42,225.22,6803312.0
2024-11-13 16:00:00,225.22,225.53,211.1001,225.315,25320521.0
2024-11-13 17:00:00,225.315,226.05,211.1001,225.15,17069.0
2024-11-13 18:00:00,225.105,225.15,224.8,224.935,19529.0
2024-11-13 19:00:00,224.9,225.05,223.252,224.73,22382.0
2024-11-14 04:00:00,225.4,225.4,224.18,224.24,28381.0
2024-11-14 05:00:00,224.27,224.51,224.22,224.45,11859.0
2024-11-14 06:00:00,224.48,224.88,224.41,224.75,19086.0
2024-11-14 07:00:00,224.8,225.11,224.61,224.75,32388.0
2024-11-14 08:00:00,224.4445,226.0,224.11,224.815,906690.0
2024-11-14 09:00:00,224.75,226.48,224.455,225.7215,4533615.0
2024-11-14 10:00:00,225.72,227.03,225.05,226.53,5467311.0
2024-11-14 11:00:00,226.52,227.09,226.35,226.7401,2949881.0
2024-11-14 12:00:00,226.75,228.23,226.5122,227.925,3790294.0
2024-11-14 13:00:00,227.925,228.71,227.83,228.06,3197755.0
2024-11-14 14:00:00,228.05,228.87,228.03,228.27,3177701.0
2024-11-14 15:00:00,228.275,228.38,226.98,228.19,8067712.0
2024-11-14 16:00:00,228.19,228.33,218.36,227.83,20290867.0
2024-11-14 17:00:00,227.83,243.2133,212.64,227.765,42602.0
2024-11-14 18:00:00,227.77,227.83,227.31,227.31,26775.0
2024-11-14 19:00:00,227.42,228.22,225.12,227.505,27223.0
2024-11-15 04:00:00,226.89,226.9,225.5,226.12,51730.0
2024-11-15 05:00:00,226.03,226.23,225.73,225.95,18465.0
2024-11-15 06:00:00,226.0,226.5,225.94,226.33,23500.0
2024-11-15 07:00:00,226.36,226.74,226.25,226.74,40999.0
2024-11-15 08:00:00,226.4357,228.22,225.7374,226.06,131807.0
2024-11-15 09:00:00,226.1,226.92,224.85,225.07,9098858.0
2024-11-15 10:00:00,225.065,225.3,224.44,224.62,4780606.0
2024-11-15 11:00:00,224.63,225.48,224.46,225.1,3272556.0
2024-11-15 12:00:00,225.1,225.18,224.27,224.73,3895175.0
2024-11-15 13:00:00,224.735,224.95,224.45,224.665,3472351.0
2024-11-15 14:00:00,224.67,224.96,224.3,224.825,2727134.0
2024-11-15 15:00:00,224.825,225.31,224.5699,224.92,6183973.0
2024-11-15 16:00:00,224.92,234.9083,213.7986,225.01,22661849.0
2024-11-15 17:00:00,213.7986,225.1,213.7986,225.075,586353.0
2024-11-15 18:00:00,225.0758,225.2,225.03,225.04,11459.0
2024-11-15 19:00:00,225.06,225.27,225.0,225.27,82135.0
